,sentiment,label
52,Kata Jokowi di TV mestinya adu program adu ide etc Apanya yg diadu Sebab 66 program pilpres 2 4 mangkrak Mau yg mangk,0.0
53,Presiden Jokowi mengatakan urusan utang rumah sakit adalah urusan Dirut BPJS dan tidak perlu sampai ke presiden Padahal je,0.0
54,Pak Jokowi BPJS Kesehatan adalah program strategis nasional yang oleh bapak disebut dengan Jaminan Kesehatan Nasional Kar,0.0
55,Nah loh BPK Beberkan Salah Urus Impor Pangan Era Jokowi Rizal Ramli sudah Ingatkan,0.0
56,Haean Smakin kemari timses jokowi koq banyak yg pd ngeles yaa Dagh mendingan dengerin anak ini aja,0.0
57,Doa Habib Rizieq Syihab bersama umat islam saat di dzolimi oleh rezim di aksi 4 depan istana negara mari kita Aa,0.0
58,Untuk kesekian kali nya jubir jubir jokowi di buat tak berkutik dan menahan rasa malu dan Aktor Protagonis yg melakukan,0.0
59,Sejak menjabat Anies satu per satu janji dipenuhi Jokowi satu per satu janji diingkari Pergub OK OCE Diteken Anies Bu,0.0
60,Jujur gw bingung VALUE Vihara dibongkar Non muslim ditindas Tradisi amp budaya nusantara dihabisi Ssstt Ssstt HATTRICK,0.0
61,RS dipecat dari Timses Prabowo Sandi negara tidak ada kerugian digoreng terus menerus ST,1.0
62,Stone Kardol Pemalas Hidup Susah,0.0
63,Nah loh BPK Beberkan Salah Urus Impor Pangan Era Jokowi Rizal Ramli sudah Ingatkan,0.0
64,Presiden Jokowi mengatakan urusan utang rumah sakit adalah urusan Dirut BPJS dan tidak perlu sampai ke presiden Padahal je,0.0
65,open discuss ya kurasa petahana memang punya advantage seperti ini Praktik simplenya Petahana akan se,0.0
66,arsyad Seharusnya presiden menayakan dlu kpd staff nya masalah hierarki dari bpjs ini agar tidak menambah bodoh presiden di m,0.0
67,Sdr presiden lebih kebangetan mana sama urusan bagi bagi sertifikat tanah,1.0
68,Sependek pengetahuan saya BPJS Kesehatan langsung dibawah Presiden tidak melalui kementerian Mungkin beliau lupa https,0.0
69,politik Sibuk Bahas Jilbab Neneng Detikcom DISIKAT Warganet Niat Banget Busukin Islam Kok Gak Bahas Bahwa Dia Timses Jokowi,0.0
70,BPK Beberkan Salah Urus Impor Pangan Era Jokowi Rizal Ramli sudah Ingatkan,0.0
71,jkt Almazendra Presiden tidak bisa mengelak dari tanggung jawab Ini amanat Undang Undan,0.0
72,Ini logika yg merusak pak karena nyalahin padahal maksudnya nenbak gubernur DKI sebelumnya kan Waspada,0.0
73,ciamis berSATU untuk kemenangan Jokowi JokowiLagi JokowiMaruf2 9,1.0
74,Presiden kan bagikan 5 beasiswa kpd mahasiswa yg terkena imbas bencana Lombok dr 5 beasiswa tersebut,1.0
75,Amsyiong satu bangsa,0.0
76,Stone Kardol Gimana nggak susah teruus wong cara berpikirnya jg selalu dibikin susah yg gampang dibuat susa,0.0
77,Di Sumbawa saya saksikan bantuan pemerintah untuk korban gempa sudah gampang diuangkan Jangan lupa yang rusak di NTB ini t,1.0
78,Prabowo harusnya berhati2 terima informasi agar tak termakan hoax bagaimana bila nanti memimpin Indonesia klo tak hat,1.0
79,Doa Habib Rizieq Syihab bersama umat islam saat di dzolimi oleh rezim di aksi 4 depan istana negara mari kita Aa,0.0
80,Haean Kader ini emang GOBLOK Rp 45 6 T itu di bagi dua presiden Periode 2 3 sampai 2 4 rezim,0.0
81,Cak Nun Jadi kita doakan mudah mudahan beliau jokowi ini oleh Allah segera dibebaskan dari tekanan tekanan Jelas ya Jelas m,1.0
82,Malah bertambah bnyk kasus pelanggaran HAM di era joko,0.0
83,Seperti penari Bali yang berjumpalitan di depan saya ini beberapa bulan terakhir negara kita bak di atas putaran roda kehidup,1.0
84,Bawaslu Duga Jokowi Ma ruf NYOLONG Start Kampanye di Media Cetak 2 9GantiPresiden,0.0
85,2 9PilihJokowi 2 9TetapJokowi JokowiLagi,1.0
86,Untuk kesekian kali nya jubir jubir jokowi di buat tak berkutik dan menahan rasa malu dan Aktor Protagonis yg melakukan,0.0
87,Pak BPJS itu langsung bertanggungjawab kepada Presiden lho,0.0
88,Yg korupsi kebanyakan para pendukung Jokowi Lihat aja Meikarta siapa mrk,0.0
89,Mungkin pada nyadar kalo Pilpres 2 9 bakalan dimenangkan pihak Petahana arah politknya ke P,1.0
90,Kapan TV berani tagih janji Tidak akan krn media partisan Dlm perspektif demokrasi boleh Asal negar,0.0
91,Ga usah diajarin pak antar umat beragama jarang konflik di era th SBY berkuasa Justru saya heran di era bapak tiba2 org bany,0.0
92,me hoping juniva shm Ijin Bertanya Pak Bu Harus Berapa Kali Pelanggaran yg dilakukan oleh Pasangan Capres amp Cawapres baru bisa di Disk,0.0
93,26 Survey Elektabilitas terakhir 2 9 2 8 Prabowo Sandiaga 78 Jokowi Maruf 22 Prabowo Sandi hanya kalah di Bal,0.0
94,Sejak menjabat Anies satu per satu janji dipenuhi Jokowi satu per satu janji diingkari Pergub OK OCE Diteken Anies Bu,0.0
95,HBS OPERASI PLASTIK KPN MRK OPS KELAMIN YA Pak jokowi merokok,0.0
96,Anak Buah Prabowo Prihatin Jurkam Jokowi Terima Suap,0.0
97,Anak Buah Prabowo Prihatin Jurkam Jokowi Terima Suap,0.0
98,Natalius Pigai Tidak ada Pembukaan ruas jalan baru yg dibangun oleh presiden jokowi Tukimin dipercaya dongo lu,0.0
99,Prabowo harusnya berhati2 terima informasi agar tak termakan hoax bagaimana bila nanti memimpin Indonesia klo tak hat,1.0
100,Jurus anthum koq ngaco begindang Bro Politik itu butuh kecerdasan lebih bukan asal ngablak,0.0
101,Ada baiknya juga mohon maaf kepada rakyat atas semua janji yg tidak ditepati,0.0
102,Kapasitasnya terbatas Ia lebih memilih kerja enteng masuk gorong main sulap momotoran plesiran di mal tebak an nama,0.0
103,Bupati pendukung Jokowi diciduk KPK tim Prabowo bersyukur tak libatkan kepala daerah,0.0
104,BPK Beberkan Salah Urus Impor Pangan Era Jokowi,0.0
105,Pak Jokowi BPJS Kesehatan adalah program strategis nasional yang oleh bapak disebut dengan Jaminan Kesehatan Nasional Kar,0.0
106,Siap siap untuk Para Kades Jokowi akan Bawa KPK Cek Keuangan Desa Makin mantab aja,1.0
107,JokowiLagi,1.0
108,Serahkan Bantuan Dana Gempa Jokowi Saksikan Pencairannya,1.0
109,JK Minta Maaf Target Dari Jokowi Meleset KlikRMOL asianparagames,1.0
110,Kpop bagus Via valen bagus Nela karisma bagus Jokowi bagus Prabowo bagus Toko bagus Yang jelek cuman tulisan tangan saya,1.0
111,Pasang Iklan di Media Cetak Jokowi Ma ruf Diduga Langgar Kampanye,0.0
112,Gara gara Iklan Videotron Jokowi Amin Dikejar Syahroni Sidang dugaan pelangga,0.0
113,Dan kami Bangga memiliki Presiden spt beliau Jaga kesehatan selalu ya pak 2 9TetapJokowi,1.0
114,Hoax menurut cebong jelas tg Jawab,0.0
115,Nasib pak Luhut Mikropon Menyala Saat Acara IMF Berfoto Terdengar Ucapan No No No Two is for Prabowo One is for Jo,0.0
116,cek yuk gt Gara gara Iklan Videotron Jokowi Amin Dikejar Syahroni Sidang dugaan pelangga,0.0
117,Memilih Jokowi sebagai pemimpin dengan alasan tak ingin Prabowo berkuasa adalah hal paling menyedihkan yg pernah gw dengar I,1.0
118,Kembali menuju NTB untuk meninjau proses rehabilitasi dan rekonstruksi pasca gempa di Lombok dan sekitarnya Saya hendak memas,1.0
119,Pagi ini kamis 8 Okt Pak kembali mengunjungi NTB untuk melihat langsung Proses Rehabilitasi amp Rekonstruksi Pasca Gem,1.0
120,Adian Napitupulu Kalau saya seperti Jokowi saya senang Jokowi baik cerdas pintar lembut hati Dari pada bung sepe,1.0
121,Sy inget betul saat salah seorang temen tanya ke sy km tau gk agama itu apa kok km sptnya ngefans sm dia,1.0
122,Siap siap untuk Para Kades Jokowi akan Bawa KPK Cek Keuangan Desa Makin mantab aja,1.0
123,JokowiLagi Sumber htt,1.0
124,soalnya prabowo tahu diri kalo agama dan bacaannya Ga bagus Apalagi utk jadi Imam sholat ada syarat2nya dlm Islam Beda s,1.0
125,Prawobo sentil Jokowi Ugal2an Lalu Bung Adian membalas bukan sentilan tapi pukulan telak ke Prabowo Pemerintahan yg ug,0.0
126,Cieee Capres yang pakai slogan Bersih tahunya kelua,0.0
127,Kata Jokowi di TV mestinya adu program adu ide etc Apanya yg diadu Sebab 66 program pilpres 2 4 mangkrak Mau yg mangk,0.0
128,Di Sumbawa saya saksikan bantuan pemerintah untuk korban gempa sudah gampang diuangkan Jangan lupa yang rusak di NTB ini t,1.0
129,siraja hutang dan siraja janji hahaaa lengkap sudah derita republik ini dibawah pimpinan anda cukuplah sam,0.0
130,gundi Gw nyerah sm org ini urusan 4 9 T dan nasib jutaan rakyat Indonesia masa ga boleh sampai ke presiden,0.0
131,Berkat jokowi saya ini bisa lulus dari pendaftaran CPNS tinggal tungguin ujian nya,1.0
132,Kegembiraan Ribuan warga Dharmasraya menyambut kedatangan Presiden di Ranah Minang beberapa waktu lalu Alhamdulill,1.0
133,Layanan kesehatan kepada tenaga kerja buruk diakibatkan pembayaran BPJS ke Rumah Sakit menunggak trilyunan Padahal iuran BP,0.0
134,Jokowi itu manager Do the things right melakukan sesuatu yang benar Prabowo itu leader Do the right things melakukan,0.0
135,Timses Jokowi petakan pemilih luar negeri kubu Prabowo pilih fokus dalam negeri,1.0
136,Pasangan Jokowi makruf amin semakin Rentan pada 2 9 jika tak merubah strategi kebijakan ekonominya Indonesia s Pres Masoox Pak Eko,1.0
137,TetapIndonesia JokowiLagi,1.0
138,JokowiAmin jokowimarufamin,1.0
139,Sukarno usir penjajah Suharto tumpas PKI Habibie tundukan dolar Gus Dur pejuang pluralisme Megawati jual Indosat SBY p,0.0
140,Pertanyaan macam apa itu Jadi cebong dulu baru di dengerin Ya sama,0.0
141,Anti Korupsi nya OMDO Temans Kami ikut sedih Ternyata tak lebih baik dari era,0.0
142,Sayangnya mas egi pro jokowi wkwkwk,1.0
143,malang Serahkan Bantuan Dana Gempa Jokowi Saksikan Pencairannya,1.0
144,malang Pasang Iklan di Media Cetak Jokowi Ma ruf Diduga Langgar Kampanye,0.0
145,Wow sebentar lagi 3 ruas jalan tol di operasikan Enak banget nih mudik lancar dan asiiik Terimakasih kasih pemerintah pa,1.0
146,Jokowi reviews construction of quake resistant houses in W Sumbawa,1.0
147,Presiden Jokowi mengatakan urusan utang rumah sakit adalah urusan Dirut BPJS dan tidak perlu sampai ke presiden Padahal je,0.0
148,Twips Membangun Indonesia yg merata dari kota hingga pelosok desa Bukan soal murah atau mahalnya Tapi ini soal Keadilan So Jelas jadi Pak Jokowi sekali lagi wkwk,1.0
149,Jokowi periksa got gt pencitraan Jokowi periksa irigasi gt pencitraan Jokowi bincang dgn petani gt pencitraan Sandi,0.0
150,Ini logika yg merusak pak karena nyalahin padahal maksudnya nenbak gubernur DKI sebelumnya kan Waspada,0.0
151,Pak jokowi walau saya sering mengkritik bapak dan 2 9 tidak mendukung bapak jadi presiden tpi saya masih menghormati b,0.0
152,Kembali menuju NTB untuk meninjau proses rehabilitasi dan rekonstruksi pasca gempa di Lombok dan sekitarnya Saya hendak memas,1.0
153,Pak BPJS itu langsung bertanggungjawab kepada Presiden lho,0.0
154,Twips Hanya dijaman presiden Anak bisa begitu dekat dengan Bapaknya Segala persoalan dan keluh kesah anaknya bisa,1.0
155,Doa Habib Rizieq Syihab bersama umat islam saat di dzolimi oleh rezim di aksi 4 depan istana negara mari kita Aa,0.0
156,takebeer takebeer takebeer jkt jgn bilang azab atau salahin jokowi ya Kalau perlu 5 p,1.0
157,Saya menyampaikan selamat kepada sahabat saya Bapak Prabowo Subianto yang merayakan ulang tahun yang ke 67 pada hari ini Ter,1.0
158,Ala Lu akui aja Kalau Pak Jokowi Itu Hebat Bukti nya Lu Foto bareng sama Ibu Ne,1.0
159,Pak BPJS itu langsung bertanggungjawab kepada Presiden lho,0.0
160,gunawaan Jadi anak PKI bukan berarti PKI itu,1.0
161,politik Sibuk Bahas Jilbab Neneng Detikcom DISIKAT Warganet Niat Banget Busukin Islam Kok Gak Bahas Bahwa Dia Timses Jokowi,0.0
162,Presiden Jokowi mengatakan urusan utang rumah sakit adalah urusan Dirut BPJS dan tidak perlu sampai ke presiden Padahal je,0.0
163,Urusan bagi kaos bagi sepeda bagi sertifikat bagi sembako aja Presiden masak urusan bukan urusan Preside,0.0
164,Jangankan harga minyak dunia harga minyak urut pun kl rakyat teriak minta diturunkan pak turunin,0.0
165,jsp Kebangetan memang Menkes amp Dirut BPJS Orang lagi senang nya nonton Avengers Game of Thrones dan menikmati pujian IMF mal,0.0
166,Kala BPJS defisit menteri apa yg harus tanggung jawab Ngga ada BPJS langsung di bawah Presiden Kenapa Presiden,0.0
167,Yok bisa yok Siaran Pers Peluncuran Laporan Evaluasi 4 Tahun Pemerintahan JK di sektor HAM oleh KontraS Jumat 9 Ok,1.0
168,Haean Mestinya urusan bagi2 Sertifikat itu juga cukup dilakukan kepala BPN setempat ngga perlu presiden yg lakukan kebange,0.0
169,Pernyataan pak itu isyaratkan beliau tidak dapat masukan yang benar Dan kayaknya memang salah paham Fatal sekali,0.0
170,suka ga sadar kalo banyak utang nih jokowi,0.0
171,metro tv mengangkat editorial menagih janji kampanye Anis baru tahun sdh ditagih pdhal grup metro itu dipastikan tdk me,0.0
172,Jokowi itu manager Do the things right melakukan sesuatu yang benar Prabowo itu leader Do the right things melakukan,0.0
173,politik Tak Pernah Raih Kemenangan di Era Jokowi Ahok Kini di Bawah Kepemimpinan Anies Baswedan Jakarta Kembali Raih Juara Umu,0.0
174,Semoga sukses lancar,1.0
175,cek gt Gara gara Iklan Videotron Jokowi Amin Dikejar Syahroni Sidang dugaan pelangga,0.0
176,di kampung saya dari jaman pak sby sampe bapak jokowi yg adalah bapak infrastruktur jalanan masih tetap ru,0.0
177,SM Jangan Pake dua bilang jgn pake dua LB Not two not two we have be carefu,0.0
178,Pak Jokowi BPJS Kesehatan adalah program strategis nasional yang oleh bapak disebut dengan Jaminan Kesehatan Nasional Kar,0.0
179,Ini logika yg merusak pak karena nyalahin padahal maksudnya nenbak gubernur DKI sebelumnya kan Waspada,0.0
180,Wajah lelahmu tak menyurutkan semangatmu untuk kemajuan bangsa ini Alhamdulilla 2 9TetapJokowi,1.0
181,Luhut Minta Pengkritik Jokowi Jangan BERBOHONG,1.0
182,2 9TetapJokowi,1.0
183,2 9JokowiMarufAmin,1.0
184,JokowiLagi bersihmerakyatkerjanyata Jokowi2periode Jokowi inside Penerbitan sertifikat tanah secara masif,1.0
185,Sejak menjabat Anies satu per satu janji dipenuhi Jokowi satu per satu janji diingkari Pergub OK OCE Diteken Anies Bu,0.0
186,JokowiLagi bersihmerakyatkerjanyata Jokowi2periode jokowi Di Sumbawa saya saksikan bantuan pemerintah un,1.0
187,Kalau pendukung Jokowi kritis kenapa kasus seperti ini tidak diangkat Kenapa malah membahas tingkah bodoh Sandi Kasus yang,0.0
188,Natalius Pigai Tidak ada Pembukaan ruas jalan baru yg dibangun oleh presiden jokowi Tukimin dipercaya dongo lu,0.0
189,Yakin Jokowi kalah,0.0
190,jkt Tau ah geyyyyaapppp,0.0
191,Luhut Minta Pengkritik Jokowi Jangan BERBOHONG,1.0
192,2 9TetapJokowi,1.0
193,2 9JokowiMarufAmin,1.0
194,Jika saya dapat membuktikan keputusan pemerintah terkait takeover saham mayority freeport yg dilakukan sekarang adalah tind,1.0
195,Pagi pakde Pasti engkau sedang bersiap pagi ini Berangkat bertemu rakyat lagi Kadang sehari ada di 2 provins,1.0
196,Nah loh dan antek2nya kecyduk BOHONG lagi,0.0
197,soalnya prabowo tahu diri kalo agama dan bacaannya Ga bagus Apalagi utk jadi Imam sholat ada syarat2nya dlm Islam Beda s,1.0
198,waktu RS ngaku bohong pak dibilang gak becus ngurus timnya lalu ketika timsesnya jkw utk yg kesekian kalin,0.0
199,Untuk kesekian kali nya jubir jubir jokowi di buat tak berkutik dan menahan rasa malu dan Aktor Protagonis yg melakukan,0.0
200,Pak BPJS itu langsung bertanggungjawab kepada Presiden lho,0.0
201,Legislator Komitmen Jokowi Soal Bantuan Gempa Sudah Jelas,1.0
202,Lewat Dana Desa Jokowi Dinilai Sukses Bangun Pedesaan,1.0
203,JokowiLagi,1.0
204,2 9TetapJokowi,1.0
205,2 9JokowiAmin,1.0
206,gundi Ya Allah pak 4 9 T itu buat 2 3 juta peserta bpjs kesehatan bapak koq heran itu artinya masing2 cm dpt 24 rban rupia,0.0
207,Twips Hanya dijaman presiden Anak bisa begitu dekat dengan Bapaknya Segala persoalan dan keluh kesah anaknya bisa,1.0
208,Penyerahan Sertifikat Hak atas Tanah di Jakarta Hanya terjadi di era Pak Jokowi bagi2 sertifikat terima kasih pak,1.0
209,Saya Jokower tapi mengkritik keras soal ini dibentuk utk MELAYANI rakyat bukan buat car,0.0
210,Siapa jokowi pun Cawapres intinya Jokowi harus 2 periode,1.0
211,2 9jokowilanjut,1.0
212,2 9TetapJokowi,1.0
213,4 Tahun Kepemimpinan Jokowi Sejumlah Masalah Ini Jadi Sorotan,0.0
